City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,dunedin,-45.8742,170.5036,8.22,68,89,8.94,NZ,1730518352
362,fiambala,-27.6871,-67.6149,24.92,45,0,1.77,AR,1730518354
363,acarau,-2.8856,-40.12,26.16,72,98,8.67,BR,1730518357
364,i-n-salah,27.1935,2.4607,23.23,27,16,3.51,DZ,1730518358
365,fukuecho,32.6881,128.8419,23.2,78,75,12.35,JP,1730518359
366,enewetak,11.3474,162.3373,28.97,77,74,5.72,MH,1730518360
367,lerwick,60.1545,-1.1494,5.11,60,98,3.57,GB,1730518361
368,tralee,52.2704,-9.7026,8.58,93,44,1.28,IE,1730518364
369,kaihua,23.3687,104.28,19.33,63,10,3.86,CN,1730518365
370,pingliang,35.5392,106.6861,14.52,55,54,2.98,CN,1730518367
371,dingwall,57.5953,-4.4272,7.16,93,100,1.05,GB,1730518369
372,xinzhi,36.4989,111.7047,16.16,53,0,2.54,CN,1730518370
373,puerto cabello,10.4731,-68.0125,27.36,77,99,1.05,VE,1730518371
374,kapuskasing,49.4169,-82.4331,-6.95,100,40,2.06,CA,1730518372
375,joshimath,30.5667,79.5667,18.41,20,0,1.7,IN,1730518373
376,dhidhdhoo,6.8833,73.1,27.94,73,51,1.04,MV,1730518374
377,vargashi,55.3556,65.8467,-1.34,87,13,4.75,RU,1730518376
378,merzifon,40.8733,35.4631,1.7,87,40,0.0,TR,1730518164
379,lucapa,-8.4192,20.7447,18.12,98,100,1.72,AO,1730518378
380,arkhangel'sk,64.5401,40.5433,-4.94,100,40,2.0,RU,1730518379
381,crane,31.3974,-102.3501,21.34,79,74,7.87,US,1730518380
382,mil'kovo,55.6078,37.7956,2.97,46,100,5.07,RU,1730518381
383,leava,-14.3,-178.1667,27.61,79,66,5.61,WF,1730518383
384,warrenpoint,54.0995,-6.2509,11.72,91,100,1.28,GB,1730518384
385,knik-fairview,61.5126,-149.6001,3.31,79,100,1.1,US,1730518385
386,santa rosalia,27.3167,-112.2833,19.55,49,10,3.14,MX,1730518386
387,mabaruma,8.2,-59.7833,23.53,92,52,0.63,GY,1730518387
388,nova vicosa,-17.8919,-39.3719,22.36,93,67,1.42,BR,1730518388
389,talitsa,56.8804,60.0213,-0.77,71,100,5.69,RU,1730518390
390,ar ruways,24.1103,52.7306,27.85,65,0,2.43,AE,1730518391
391,port lincoln,-34.7333,135.8667,29.7,26,100,8.87,AU,1730518392
392,liwa,24.5361,56.5656,26.01,83,0,1.03,OM,1730518393
393,aswan,24.0934,32.907,18.61,45,0,1.54,EG,1730518394
394,carnarvon,-24.8667,113.6333,28.07,47,3,4.68,AU,1730518395
395,quellon,-43.1167,-73.6167,5.47,90,51,2.62,CL,1730518278
396,chonchi,-42.6128,-73.8092,5.07,97,52,1.29,CL,1730518400
397,bandarbeyla,9.4942,50.8122,26.14,75,100,5.82,SO,1730518401
398,urengoy,65.9667,78.3667,-4.2,93,100,8.67,RU,1730518403
399,carrizo springs,28.5219,-99.8606,24.97,73,0,3.6,US,1730518158
400,tromso,69.6496,18.957,-0.99,100,100,2.57,NO,1730518405
401,karwar,14.8,74.1333,28.25,68,37,1.46,IN,1730518406
402,puerto lempira,15.2667,-83.7667,25.19,89,92,2.84,HN,1730518407
403,tongchuan,35.0806,109.0897,15.27,64,0,2.66,CN,1730518408
404,corinto,37.9407,22.9573,14.38,71,59,1.02,GR,1730518176
405,kani keli,-12.9536,45.1033,26.59,77,7,2.22,YT,1730518411
406,mtwara,-10.2667,40.1833,23.63,100,40,1.54,TZ,1730518412
407,lai,9.3952,16.2989,19.76,34,74,1.51,TD,1730518413
408,gold camp,33.2937,-111.3043,16.26,28,6,0.54,US,1730518414
409,kununurra,-15.7667,128.7333,34.99,46,4,4.12,AU,1730518415
410,egilsstadir,65.2653,-14.3948,-5.05,86,0,3.09,IS,1730518417
411,altay,47.8667,88.1167,-0.87,60,18,1.85,CN,1730518418
412,horta,38.5333,-28.6333,21.12,84,41,6.26,PT,1730518419
413,n'zeto,-7.2312,12.8666,24.35,89,77,3.23,AO,1730518420
414,polyarnyy,69.1989,33.4478,1.1,78,92,6.05,RU,1730518421
415,kazanskoye,55.6448,69.235,1.36,85,100,4.86,RU,1730518423
416,bamboo flat,11.7,92.7167,30.05,74,20,2.06,IN,1730518424
417,inongo,-1.95,18.2667,21.48,96,86,1.48,CD,1730518425
418,howrah,22.5892,88.3103,29.0,79,1,0.0,IN,1730518426
419,misratah,32.3754,15.0925,20.26,64,0,1.1,LY,1730518427
420,bishnupur,23.0833,87.3167,28.5,53,1,1.16,IN,1730518428
421,pitalito,1.8497,-76.0479,17.57,100,100,1.24,CO,1730518430
422,lautoka,-17.6167,177.4667,28.92,70,75,5.66,FJ,1730518431
423,novyy urgal,51.0736,132.5642,0.54,46,21,0.95,RU,1730518432
424,macas,-2.3167,-78.1167,19.55,97,47,1.57,EC,1730518433
425,pauini,-7.7136,-66.9764,24.34,81,100,0.77,BR,1730518434
426,rio grande,-32.035,-52.0986,21.01,90,100,7.77,BR,1730518195
427,plastun,44.7561,136.2939,8.93,41,0,3.6,RU,1730518437
428,dongola,19.1667,30.4833,18.32,33,1,3.58,SD,1730518438
429,dalandzadgad,43.5708,104.425,8.08,27,100,7.92,MN,1730518439
430,general acha,-37.377,-64.6043,15.91,40,49,8.17,AR,1730518440
431,paracatu,-17.2222,-46.8747,20.5,84,97,0.56,BR,1730518441
432,andovoranto,-18.95,49.1,24.41,81,96,2.53,MG,1730518443
433,burry port,51.6843,-4.2469,12.18,88,100,1.54,GB,1730518444
434,arar,30.9753,41.0381,15.01,100,20,2.06,SA,1730518445
435,gustavsberg,59.3268,18.3898,2.94,62,2,9.39,SE,1730518447
436,yazman,29.1212,71.7446,29.93,23,0,3.96,PK,1730518448
437,barcelos,41.5388,-8.6151,13.54,85,5,2.02,PT,1730518449
438,takoradi,4.8845,-1.7554,25.25,88,85,1.76,GH,1730518450
439,happy valley-goose bay,53.3168,-60.3315,-0.83,69,20,2.57,CA,1730518451
440,kudahuvadhoo,2.6708,72.8944,27.66,70,39,1.33,MV,1730518453
441,ujae,8.9322,165.7642,28.81,77,45,4.92,MH,1730518454
442,magadan,59.5667,150.8,-7.15,66,81,4.16,RU,1730518455
443,bamyan,34.75,67.25,4.75,33,100,1.65,AF,1730518456
444,matthew town,20.95,-73.6667,26.75,75,0,7.62,BS,1730518457
445,oamaru,-45.0784,170.9801,10.21,57,99,11.85,NZ,1730518459
446,fort bragg,35.139,-79.006,20.75,86,100,0.0,US,1730518460
447,tvoroyri,61.5556,-6.8111,6.19,78,100,12.3,FO,1730518461
448,sur,22.5667,59.5289,27.44,45,0,0.09,OM,1730518462
449,kailua-kona,19.6406,-155.9956,29.04,77,40,6.17,US,1730518463
450,nadym,65.5333,72.5167,-0.35,91,100,10.64,RU,1730518205
451,penaranda de bracamonte,40.9011,-5.2003,7.21,73,45,2.26,ES,1730518466
452,shingu,33.7333,135.9833,25.43,92,100,9.06,JP,1730518467
453,inarajan village,13.2736,144.7484,30.55,84,72,6.97,GU,1730518468
454,nagqu,31.5,92.0,4.77,12,15,2.31,CN,1730518469
455,mana,5.6592,-53.7767,26.17,85,42,5.22,GF,1730518470
456,harstad,68.799,16.5293,0.64,93,99,15.65,NO,1730518472
457,qionghu,28.843,112.3522,23.51,35,3,3.77,CN,1730518473
458,taoudenni,22.6783,-3.9836,25.79,19,100,2.64,ML,1730518474
459,ginir,7.1333,40.7,13.93,94,100,0.4,ET,1730518475
460,fale old settlement,-9.3852,-171.2468,27.84,76,79,3.68,TK,1730518476
461,nsanje,-16.92,35.262,23.59,87,98,1.51,MW,1730518477
462,yuzhno-kurilsk,44.0306,145.8556,13.61,72,100,0.64,RU,1730518479
463,westport,41.1415,-73.3579,13.97,62,0,2.06,US,1730518468
464,al bawiti,28.3492,28.8659,16.3,68,7,2.39,EG,1730518481
465,mar del plata,-38.0023,-57.5575,23.38,93,0,7.6,AR,1730517817
466,port macquarie,-31.4333,152.9167,22.26,67,25,3.58,AU,1730518483
467,columbus,39.9612,-82.9988,6.46,83,0,1.54,US,1730518484
468,ambodifotatra,-16.9833,49.85,24.75,74,46,2.08,MG,1730518486
469,sandnessjoen,66.0217,12.6316,4.81,60,100,13.51,NO,1730518487
470,forster,-32.1667,152.5167,22.43,68,40,7.09,AU,1730518488
471,trujillo,-8.116,-79.03,16.98,88,40,3.09,PE,1730518422
472,caluula,11.9661,50.7569,25.77,73,77,3.52,SO,1730518490
473,wynyard,-41.0,145.7167,14.55,69,100,6.26,AU,1730518409
474,christchurch,-43.5333,172.6333,18.11,36,75,6.69,NZ,1730518025
475,okha,53.5739,142.9478,0.21,60,99,6.84,RU,1730518494
476,campbellton,48.0075,-66.6727,1.25,93,41,1.65,CA,1730518495
477,sinabang,2.4803,96.3801,30.02,63,85,1.93,ID,1730518496
478,asansol,23.6833,86.9833,26.82,43,0,1.32,IN,1730518498
479,sardarshahr,28.4333,74.4833,29.67,21,0,2.59,IN,1730518499
480,soroti,1.7146,33.6111,20.44,82,100,0.11,UG,1730518500
481,yaren,-0.5472,166.916,28.48,71,2,3.94,NR,1730518501
482,tsiombe,-25.3,45.4833,24.45,78,87,4.48,MG,1730518502
483,baikonur,45.6167,63.3167,7.58,71,100,3.06,KZ,1730518503
484,ulsteinvik,62.3432,5.8487,4.86,78,100,0.45,NO,1730518505
485,barakani,-12.1356,44.4317,25.83,81,14,1.82,KM,1730518506
486,berezovyy,51.6667,135.7,2.46,52,32,1.23,RU,1730518507
487,east london,-33.0153,27.9116,18.52,94,0,3.09,ZA,1730518508
488,bac lieu,9.285,105.7244,29.52,73,100,4.29,VN,1730518509
489,san borja,-14.8167,-66.85,28.75,55,96,1.21,BO,1730518510
490,klamath falls,42.2249,-121.7817,2.95,96,100,2.68,US,1730518345
491,olinda,-8.0089,-34.8553,25.85,78,75,3.6,BR,1730518513
492,genhe,50.7833,121.5167,0.89,61,91,1.86,CN,1730518514
493,al hada,21.3675,40.2869,12.66,55,2,1.34,SA,1730518515
494,lompoc,34.6391,-120.4579,13.4,81,0,10.28,US,1730518519
495,barra do garcas,-15.89,-52.2567,20.54,98,100,1.26,BR,1730518520
496,chulym,55.0997,80.9572,2.56,92,100,6.41,RU,1730518521
497,veraval,20.9,70.3667,29.27,44,0,3.96,IN,1730518522
498,broome,42.2506,-75.833,10.37,68,100,4.47,US,1730518524
499,ma'an,26.9775,110.7211,21.02,46,5,1.96,CN,1730518525
500,blairgowrie,56.5916,-3.3405,7.92,96,100,0.89,GB,1730518526
501,vikhorevka,56.1201,101.1636,-3.64,71,95,2.76,RU,1730518528
502,saint-pierre,-21.3393,55.4781,24.82,61,0,2.06,RE,1730518530
503,amursk,50.2261,136.8994,3.22,50,11,0.72,RU,1730518531
504,dzilam gonzalez,21.2833,-88.9333,22.84,93,0,1.89,MX,1730518532
505,motueka,-41.1333,173.0167,17.13,46,27,4.58,NZ,1730518533
506,konarka,19.9,86.1167,28.75,62,2,2.81,IN,1730518534
507,kill devil hills,36.0307,-75.676,21.66,89,75,3.6,US,1730518535
508,sinan,34.8262,126.1086,16.75,86,54,5.25,KR,1730518538
509,boundiali,9.5217,-6.4869,21.85,63,93,0.53,CI,1730518539
510,turinsk,58.0458,63.696,-1.87,86,15,4.54,RU,1730518540
511,ouesso,1.6136,16.0517,20.64,98,71,0.93,CG,1730518541
512,yukhnov,54.7444,35.2297,3.49,67,53,8.54,RU,1730518543
513,mejit,10.2753,170.8646,28.96,75,69,4.34,MH,1730518544
514,kaedi,16.1465,-13.5047,30.31,19,48,3.13,MR,1730518545
515,porto novo,6.4965,2.6036,24.96,89,57,1.53,BJ,1730518546
516,rongelap,11.1635,166.8941,28.61,79,46,4.17,MH,1730518548
517,hadibu,12.65,54.0333,26.26,80,16,3.06,YE,1730518551
518,tlanalapa,19.8167,-98.6,12.53,89,91,2.85,MX,1730518552
519,zaraza,9.3503,-65.3245,25.39,81,99,2.46,VE,1730518553
520,mount pleasant,32.7941,-79.8626,21.66,94,0,0.0,US,1730518554
521,prince george,53.9166,-122.753,1.46,97,0,1.03,CA,1730518557
522,bilog-bilog,14.1136,121.0886,30.98,59,47,4.24,PH,1730518558
523,kosh-agach,50.0,88.6667,-7.08,88,92,0.62,RU,1730518559
524,kone,-21.0595,164.8658,28.68,40,88,5.71,NC,1730518560
525,holualoa,19.6228,-155.9522,26.97,77,40,6.17,US,1730518561
526,bataipora,-22.2953,-53.2711,21.52,90,97,1.5,BR,1730518563
527,shaowu,27.3409,117.4831,21.92,71,99,0.92,CN,1730518566
528,noyabrsk,63.1994,75.4507,-1.86,95,100,11.01,RU,1730518567
529,suntar,62.1444,117.6319,-7.45,90,99,1.31,RU,1730518569
530,isla mujeres,21.2311,-86.731,23.03,78,11,3.5,MX,1730518570
531,kamina,-8.7386,24.9906,16.95,92,69,0.77,CD,1730518571
532,puerto leguizamo,-0.1934,-74.7819,25.21,65,44,1.31,CO,1730518572
533,sequim,48.0795,-123.1018,9.1,98,100,1.34,US,1730518573
534,marang,5.2056,103.2059,27.95,72,100,0.9,MY,1730518576
535,fehrbellin,52.8135,12.7644,5.99,80,87,3.46,DE,1730518577
536,katsuren-haebaru,26.3369,127.8719,28.43,78,75,5.66,JP,1730518578
537,kingscliff,-28.2667,153.5667,25.89,65,40,6.69,AU,1730518579
538,poronaysk,49.2167,143.1167,1.14,91,99,3.84,RU,1730518580
539,kenai,60.5544,-151.2583,1.19,99,100,5.66,US,1730518372
540,angaur state,6.906,134.13,28.56,72,86,0.81,PW,1730518583
541,sakakah,29.9697,40.2064,17.76,59,0,2.93,SA,1730518392
542,martapura,-3.4167,114.85,27.05,83,75,2.57,ID,1730518585
543,kingston,17.997,-76.7936,27.53,78,20,3.09,JM,1730518445
544,fenoarivo atsinanana,-17.3667,49.4167,24.32,80,71,1.08,MG,1730518587
545,wasilla,61.5814,-149.4394,3.53,77,20,4.47,US,1730518589
546,wladyslawowo,54.7909,18.4009,6.08,42,26,9.68,PL,1730518591
547,lalibela,12.0333,39.0333,13.86,79,47,1.6,ET,1730518592
548,ambert,45.55,3.75,9.62,82,3,0.65,FR,1730518593
